x	y
0	3.4592360191928147e-07
1	1.1486020110719545e-06
2	1.152865318469865e-06
3	1.155310576411543e-06
4	1.5396522925447254e-06
5	1.262409566614972e-06
6	4.649999322405312e-07
7	3.6032065231024594e-06
8	4.8228709193242706e-06
9	1.1854078016291973e-05
10	1.37661224802338e-05
11	1.4432838883342814e-05
12	1.1686299451453942e-05
13	1.5366927279492782e-05
14	1.0792827877689274e-05
15	1.7920020049612684e-05
16	1.7926830601793488e-05
17	1.8550153173536463e-05
18	1.7447454142315077e-05
19	1.8862071559406258e-05
20	1.2244012684974048e-05
21	3.14735972902802e-05
22	3.115152020315613e-05
23	3.482788743506665e-05
24	5.1189617330075826e-05
25	7.261511989872612e-05
26	8.025102785870246e-05
27	8.06425434172837e-05
28	7.849113825244608e-05
29	9.194191921912319e-05
30	8.175262414719537e-05
31	6.904051662481743e-05
32	7.806410291774421e-05
33	9.956718695076034e-05
34	9.207606824713555e-05
35	9.328765988937414e-05
36	0.00010330355417757118
37	9.580514035786876e-05
38	8.694569632374319e-05
39	7.248548728094814e-05
40	8.06652778954042e-05
41	8.673579853684769e-05
42	0.00011121436179003285
43	0.00013064113689881772
44	0.0001578305735525555
45	0.00015052660915590576
46	0.00015068938873490757
47	0.00018536806250835187
48	0.0001877015766052972
49	0.00020440019269269633
50	0.0002283794281521168
51	0.00023603778004731776
52	0.00020617397289113444
53	0.00020332223321907649
54	0.0001645452881484393
55	0.00013925217989347333
56	0.00015550591106806047
57	0.0001814539309297406
58	0.00018334449010344415
59	0.00020811520396657907
60	0.00024696889170446393
61	0.00023510864279972717
62	0.00022622502726504234
63	0.00022349060726420644
64	0.00022328741415845974
65	0.00020391535604318624
66	0.00020714423027639334
67	0.0002063464508510646
68	0.00020901001277515204
69	0.00020761839002738906
70	0.0002081065180196885
71	0.0001928902493614439
72	0.00018450497677028227
73	0.00019354801159107756
74	0.00021312943023426586
75	0.0002589589159476231
76	0.0003040440979388704
77	0.0003403001107116159
78	0.0003386058961246597
79	0.00034408902887985077
80	0.000329633612508699
81	0.0002938172161257753
82	0.0002736988048289403
83	0.00026928963085683306
84	0.0002632813659058413
85	0.0002720377070453313
86	0.00029348663019262424
87	0.0002874479784235686
88	0.00029083047957225507
89	0.0002838325745594186
90	0.0002796920544670779
91	0.00027665096186994635
92	0.00028038084416080397
93	0.0002909552911725795
94	0.000291485520268062
95	0.0002795328281906581
96	0.0002700072115326871
97	0.00025214650229478283
98	0.00025141249777122854
99	0.0002624044718659856
100	0.00026106317051292904
101	0.000281581290572417
102	0.00032449759522386253
103	0.0003214835357954318
104	0.0003294288727588621
105	0.0003460689926195151
106	0.00035229521446599675
107	0.00034497595930835305
108	0.00036896762068403254
109	0.00037573190038058744
110	0.00037708791229918993
111	0.00037534517327253853
112	0.0003548570140545208
113	0.00036273666766213977
114	0.0003604518897521801
115	0.00037391734152744107
116	0.00038138416389944807
117	0.0003998119135052741
118	0.0003930524191484167
119	0.00042552192301218843
120	0.0004284606205836851
121	0.00043973460824529436
122	0.00046851620710173234
123	0.0004628147096064683
124	0.00041907242562140844
125	0.0004033542586240141
126	0.00037812977191360107
127	0.0003753067500403162
128	0.0004148816807701738
129	0.0004222151628688692
130	0.00041692998459097116
131	0.00040273246971503086
132	0.00039169319897299214
133	0.000362648014588432
134	0.000393281944393245
135	0.00042264364120899736
136	0.00046516472456226767
137	0.0004768089206376155
138	0.0004639267367592348
139	0.0004491918996639449
140	0.00043157398314943934
141	0.0004154494574583188
142	0.0003834569428558976
143	0.00038283890383815355
144	0.00035515474893256516
145	0.000349974439710235
146	0.0003472404285785352
147	0.00036982951625229575
148	0.00035460368143956227
149	0.00036928152778307604
150	0.00037348924032388207
151	0.000380485351370774
152	0.0003812812286793574
153	0.0004131562555048235
154	0.0004177128472941202
155	0.00041285713479068955
156	0.00042142840581716883
157	0.00040209457626981803
158	0.00041267525733580115
159	0.00041542779583698676
160	0.0004299277867814699
161	0.0004136669242329735
162	0.00045091357822482083
163	0.00041814251917166587
164	0.00041828290275569975
165	0.0004235342092721847
166	0.00039338300443299
167	0.00038574100709171387
168	0.0003924503027796525
169	0.0004031988699581407
170	0.00040664814766706305
171	0.0004476521828643776
172	0.00043580225889963133
173	0.00045275343130985054
174	0.0004535034310523406
175	0.0004531753593969692
176	0.00045470183705934725
177	0.0004438742384795441
178	0.00043705620432042127
179	0.0004155533371098752
180	0.00040256952909868834
181	0.0003927074794889115
182	0.0003841558055448849
183	0.0003782294258606905
184	0.0003918700747455317
185	0.0003931085645416582
186	0.00040631231353140953
187	0.0004173039594907377
188	0.00041448232569902546
189	0.0004154958182730387
190	0.0004030085882295656
191	0.00039496211645542875
192	0.0003936152518889166
193	0.00041990898102365476
194	0.0004129370563244611
195	0.0004122740583827847
196	0.0004216143212090656
197	0.0004298689438860984
198	0.00041639915590227364
199	0.00042762731711650794
200	0.0004307735817709324
201	0.0004187152190217772
202	0.0003917969213700273
203	0.0003848211690285444
204	0.0003843385745282479
205	0.0003900078844613866
206	0.00040567893252082957
207	0.0004262795362003774
208	0.0004298413370027815
209	0.00041681813904552304
210	0.000413925452580316
211	0.00039493118566664986
212	0.0003977626187743791
213	0.000403449162830527
214	0.0003866969641747278
215	0.0004128881042334581
216	0.0004260926647050592
217	0.00043409685853605385
218	0.0004174127592502311
219	0.00043681403803489256
220	0.00041229938558260125
221	0.0004271319864915579
222	0.0004206435601553177
223	0.0004472280224345648
224	0.00047381244830749236
225	0.0005098561280885039
226	0.0005090295792387012
227	0.0005259951623902027
228	0.0005262494149968544
229	0.0005055610055544584
230	0.0004898985412028989
231	0.0004837707175605416
232	0.0004695751201764936
233	0.0004703486007430535
234	0.00047173282417919407
235	0.00045712691263385117
236	0.0004825492495835443
237	0.000507422386192069
238	0.0005159974552110009
239	0.0005043693668050353
240	0.0005009317882578357
241	0.00048768369267458147
242	0.0004889594262505292
243	0.00047650757238212047
244	0.0004855057956192871
245	0.0005016201054412861
246	0.0004864407839528295
247	0.00048040311236405286
248	0.0005054472770171014
249	0.0005189741840936873
250	0.0005203217315492475
251	0.0005217952107458484
252	0.0005118139066623117
253	0.0005024907703785886
254	0.0005038013875724278
255	0.00048851714644855
256	0.0004992295787271228
257	0.0005473847839779278
258	0.0005382122746051294
259	0.0005382701257456906
260	0.0005442460285118106
261	0.0005301904250560735
262	0.00047074359393849683
